GAME_DATE_EST,GAME_ID,HOME_TEAM_ID,VISITOR_TEAM_ID,SEASON,PTS_home,PTS_away,HOME_TEAM_WINS,HOME_ORTG,AWAY_ORTG,HOME_DRTG,AWAY_DRTG,HOME_SRS,AWAY_SRS,HOME_EFG,AWAY_EFG,HOME_TS,AWAY_TS
2016-03-16,21501003,Boston Celtics,Oklahoma City Thunder,2015,109,130,0,,,,,,,,,,
2016-03-16,21501004,Charlotte Hornets,Orlando Magic,2015,107,99,1,,,,,,,,,,
2016-03-16,21501005,Cleveland Cavaliers,Dallas Mavericks,2015,99,98,1,,,,,,,,,,
2016-03-16,21501006,Washington Wizards,Chicago Bulls,2015,117,96,1,,,,,,,,,,
2016-03-16,21501007,Detroit Pistons,Atlanta Hawks,2015,114,118,0,,,,,,,,,,
2016-03-16,21501008,Memphis Grizzlies,Minnesota Timberwolves,2015,108,114,0,,,,,,,,,,
2016-03-16,21501009,Houston Rockets,Los Angeles Clippers,2015,106,122,0,,,,,,,,,,
2016-03-16,21501010,Sacramento Kings,New Orleans Pelicans,2015,108,123,0,,,,,,,,,,
2016-03-16,21501011,Golden State Warriors,New York Knicks,2015,121,85,1,,,,,,,,,,
2016-03-15,21500997,Indiana Pacers,Boston Celtics,2015,103,98,1,,,,,,,,,,
2016-03-15,21500998,Orlando Magic,Denver Nuggets,2015,116,110,1,,,,,,,,,,
2016-03-15,21500999,Brooklyn Nets,Philadelphia 76ers,2015,131,114,1,,,,,,,,,,
2016-03-15,21501000,Milwaukee Bucks,Toronto Raptors,2015,89,107,0,,,,,,,,,,
2016-03-15,21501001,San Antonio Spurs,Los Angeles Clippers,2015,108,87,1,,,,,,,,,,
2016-03-15,21501002,Los Angeles Lakers,Sacramento Kings,2015,98,106,0,,,,,,,,,,
2016-03-14,21500988,Charlotte Hornets,Dallas Mavericks,2015,96,107,0,,,,,,,,,,
2016-03-14,21500990,Miami Heat,Denver Nuggets,2015,124,119,1,,,,,,,,,,
2016-03-14,21500991,Toronto Raptors,Chicago Bulls,2015,107,109,0,,,,,,,,,,
2016-03-14,21500989,Washington Wizards,Detroit Pistons,2015,124,81,1,,,,,,,,,,
2016-03-14,21500992,Houston Rockets,Memphis Grizzlies,2015,130,81,1,,,,,,,,,,
2016-03-14,21500993,Oklahoma City Thunder,Portland Trail Blazers,2015,128,94,1,,,,,,,,,,
2016-03-14,21500995,Phoenix Suns,Minnesota Timberwolves,2015,107,104,1,,,,,,,,,,
2016-03-14,21500994,Utah Jazz,Cleveland Cavaliers,2015,94,85,1,,,,,,,,,,
2016-03-14,21500996,Golden State Warriors,New Orleans Pelicans,2015,125,107,1,,,,,,,,,,
2016-03-13,21500983,Los Angeles Clippers,Cleveland Cavaliers,2015,90,114,0,,,,,,,,,,
2016-03-13,21500984,Atlanta Hawks,Indiana Pacers,2015,104,75,1,,,,,,,,,,
2016-03-13,21500986,Sacramento Kings,Utah Jazz,2015,99,108,0,,,,,,,,,,
2016-03-13,21500985,Brooklyn Nets,Milwaukee Bucks,2015,100,109,0,,,,,,,,,,
2016-03-13,21500987,Los Angeles Lakers,New York Knicks,2015,87,90,0,,,,,,,,,,
2016-03-12,21500973,Dallas Mavericks,Indiana Pacers,2015,105,112,0,,,,,,,,,,
2016-03-12,21500975,Charlotte Hornets,Houston Rockets,2015,125,109,1,,,,,,,,,,
2016-03-12,21500976,Philadelphia 76ers,Detroit Pistons,2015,111,125,0,,,,,,,,,,
2016-03-12,21500977,Toronto Raptors,Miami Heat,2015,112,104,1,,,,,,,,,,
2016-03-12,21500974,Atlanta Hawks,Memphis Grizzlies,2015,95,83,1,,,,,,,,,,
2016-03-12,21500978,Milwaukee Bucks,New Orleans Pelicans,2015,103,92,1,,,,,,,,,,
2016-03-12,21500979,San Antonio Spurs,Oklahoma City Thunder,2015,93,85,1,,,,,,,,,,
2016-03-12,21500980,Denver Nuggets,Washington Wizards,2015,116,100,1,,,,,,,,,,
2016-03-12,21500981,Golden State Warriors,Phoenix Suns,2015,123,116,1,,,,,,,,,,
2016-03-12,21500982,Portland Trail Blazers,Orlando Magic,2015,121,84,1,,,,,,,,,,
2016-03-11,21500963,Charlotte Hornets,Detroit Pistons,2015,118,103,1,,,,,,,,,,
2016-03-11,21500964,Philadelphia 76ers,Brooklyn Nets,2015,95,89,1,,,,,,,,,,
2016-03-11,21500965,Boston Celtics,Houston Rockets,2015,98,102,0,,,,,,,,,,
2016-03-11,21500966,Chicago Bulls,Miami Heat,2015,96,118,0,,,,,,,,,,
2016-03-11,21500967,Memphis Grizzlies,New Orleans Pelicans,2015,121,114,1,,,,,,,,,,
2016-03-11,21500968,Oklahoma City Thunder,Minnesota Timberwolves,2015,96,99,0,,,,,,,,,,
2016-03-11,21500969,Utah Jazz,Washington Wizards,2015,114,93,1,,,,,,,,,,
2016-03-11,21500970,Sacramento Kings,Orlando Magic,2015,100,107,0,,,,,,,,,,
2016-03-11,21500971,Golden State Warriors,Portland Trail Blazers,2015,128,112,1,,,,,,,,,,
2016-03-11,21500972,Los Angeles Clippers,New York Knicks,2015,101,94,1,,,,,,,,,,
2016-03-10,21500959,Toronto Raptors,Atlanta Hawks,2015,104,96,1,,,,,,,,,,
2016-03-10,21500960,San Antonio Spurs,Chicago Bulls,2015,109,101,1,,,,,,,,,,
2016-03-10,21500961,Denver Nuggets,Phoenix Suns,2015,116,98,1,,,,,,,,,,
2016-03-10,21500962,Los Angeles Lakers,Cleveland Cavaliers,2015,108,120,0,,,,,,,,,,
2016-03-09,21500950,Charlotte Hornets,New Orleans Pelicans,2015,122,113,1,,,,,,,,,,
2016-03-09,21500951,Philadelphia 76ers,Houston Rockets,2015,104,118,0,,,,,,,,,,
2016-03-09,21500953,Boston Celtics,Memphis Grizzlies,2015,116,96,1,,,,,,,,,,
2016-03-09,21500952,Milwaukee Bucks,Miami Heat,2015,114,108,1,,,,,,,,,,
2016-03-09,21500954,Dallas Mavericks,Detroit Pistons,2015,96,102,0,,,,,,,,,,
2016-03-09,21500956,Phoenix Suns,New York Knicks,2015,97,128,0,,,,,,,,,,
2016-03-09,21500955,Oklahoma City Thunder,Los Angeles Clippers,2015,120,108,1,,,,,,,,,,
2016-03-09,21500957,Sacramento Kings,Cleveland Cavaliers,2015,111,120,0,,,,,,,,,,
2016-03-09,21500958,Golden State Warriors,Utah Jazz,2015,115,94,1,,,,,,,,,,
2016-03-08,21500944,Toronto Raptors,Brooklyn Nets,2015,104,99,1,,,,,,,,,,
2016-03-08,21500945,Minnesota Timberwolves,San Antonio Spurs,2015,91,116,0,,,,,,,,,,
2016-03-08,21500946,Denver Nuggets,New York Knicks,2015,110,94,1,,,,,,,,,,
2016-03-08,21500947,Utah Jazz,Atlanta Hawks,2015,84,91,0,,,,,,,,,,
2016-03-08,21500948,Portland Trail Blazers,Washington Wizards,2015,116,109,1,,,,,,,,,,
2016-03-08,21500949,Los Angeles Lakers,Orlando Magic,2015,107,98,1,,,,,,,,,,
2016-03-07,21500937,Charlotte Hornets,Minnesota Timberwolves,2015,108,103,1,,,,,,,,,,
2016-03-07,21500938,Cleveland Cavaliers,Memphis Grizzlies,2015,103,106,0,,,,,,,,,,
2016-03-07,21500939,Indiana Pacers,San Antonio Spurs,2015,99,91,1,,,,,,,,,,
2016-03-07,21500940,Chicago Bulls,Milwaukee Bucks,2015,100,90,1,,,,,,,,,,
2016-03-07,21500941,New Orleans Pelicans,Sacramento Kings,2015,115,112,1,,,,,,,,,,
2016-03-07,21500942,Dallas Mavericks,Los Angeles Clippers,2015,90,109,0,,,,,,,,,,
2016-03-07,21500943,Golden State Warriors,Orlando Magic,2015,119,113,1,,,,,,,,,,
2016-03-06,21500930,Milwaukee Bucks,Oklahoma City Thunder,2015,96,104,0,,,,,,,,,,
2016-03-06,21500931,Los Angeles Lakers,Golden State Warriors,2015,112,95,1,,,,,,,,,,
2016-03-06,21500932,Memphis Grizzlies,Phoenix Suns,2015,100,109,0,,,,,,,,,,
2016-03-06,21500933,Denver Nuggets,Dallas Mavericks,2015,116,114,1,,,,,,,,,,
2016-03-06,21500934,Detroit Pistons,Portland Trail Blazers,2015,123,103,1,,,,,,,,,,
2016-03-06,21500935,Miami Heat,Philadelphia 76ers,2015,103,98,1,,,,,,,,,,
2016-03-06,21500936,Toronto Raptors,Houston Rockets,2015,107,113,0,,,,,,,,,,
2016-03-05,21500922,Cleveland Cavaliers,Boston Celtics,2015,120,103,1,,,,,,,,,,
2016-03-05,21500923,New York Knicks,Detroit Pistons,2015,102,89,1,,,,,,,,,,
2016-03-05,21500924,Washington Wizards,Indiana Pacers,2015,99,100,0,,,,,,,,,,
2016-03-05,21500925,New Orleans Pelicans,Utah Jazz,2015,94,106,0,,,,,,,,,,
2016-03-05,21500926,Minnesota Timberwolves,Brooklyn Nets,2015,132,118,1,,,,,,,,,,
2016-03-05,21500927,Chicago Bulls,Houston Rockets,2015,108,100,1,,,,,,,,,,
2016-03-05,21500928,San Antonio Spurs,Sacramento Kings,2015,104,94,1,,,,,,,,,,
2016-03-05,21500929,Los Angeles Clippers,Atlanta Hawks,2015,97,107,0,,,,,,,,,,
2016-03-04,21500912,Charlotte Hornets,Indiana Pacers,2015,108,101,1,,,,,,,,,,
2016-03-04,21500913,Orlando Magic,Phoenix Suns,2015,84,102,0,,,,,,,,,,
2016-03-04,21500914,Philadelphia 76ers,Miami Heat,2015,102,112,0,,,,,,,,,,
2016-03-04,21500915,Boston Celtics,New York Knicks,2015,105,104,1,,,,,,,,,,
2016-03-04,21500916,Toronto Raptors,Portland Trail Blazers,2015,117,115,1,,,,,,,,,,
2016-03-04,21500917,Cleveland Cavaliers,Washington Wizards,2015,108,83,1,,,,,,,,,,
2016-03-04,21500918,Memphis Grizzlies,Utah Jazz,2015,94,88,1,,,,,,,,,,
2016-03-04,21500919,Milwaukee Bucks,Minnesota Timberwolves,2015,116,101,1,,,,,,,,,,
2016-03-04,21500920,Denver Nuggets,Brooklyn Nets,2015,120,121,0,,,,,,,,,,
2016-03-04,21500921,Los Angeles Lakers,Atlanta Hawks,2015,77,106,0,,,,,,,,,,
2016-03-03,21500908,Miami Heat,Phoenix Suns,2015,108,92,1,,,,,,,,,,
2016-03-03,21500909,New Orleans Pelicans,San Antonio Spurs,2015,86,94,0,,,,,,,,,,
2016-03-03,21500910,Dallas Mavericks,Sacramento Kings,2015,101,104,0,,,,,,,,,,
2016-03-03,21500911,Golden State Warriors,Oklahoma City Thunder,2015,121,106,1,,,,,,,,,,
2016-03-02,21500897,Orlando Magic,Chicago Bulls,2015,102,89,1,,,,,,,,,,
2016-03-02,21500898,Philadelphia 76ers,Charlotte Hornets,2015,99,119,0,,,,,,,,,,
2016-03-02,21500899,Boston Celtics,Portland Trail Blazers,2015,116,93,1,,,,,,,,,,
2016-03-02,21500900,Toronto Raptors,Utah Jazz,2015,104,94,1,,,,,,,,,,
2016-03-02,21500901,Houston Rockets,New Orleans Pelicans,2015,100,95,1,,,,,,,,,,
2016-03-02,21500902,Memphis Grizzlies,Sacramento Kings,2015,104,98,1,,,,,,,,,,
2016-03-02,21500903,Milwaukee Bucks,Indiana Pacers,2015,99,104,0,,,,,,,,,,
2016-03-02,21500904,Minnesota Timberwolves,Washington Wizards,2015,98,104,0,,,,,,,,,,
2016-03-02,21500905,San Antonio Spurs,Detroit Pistons,2015,97,81,1,,,,,,,,,,
2016-03-02,21500906,Denver Nuggets,Los Angeles Lakers,2015,117,107,1,,,,,,,,,,
2016-03-02,21500907,Los Angeles Clippers,Oklahoma City Thunder,2015,103,98,1,,,,,,,,,,
2016-03-01,21500891,Charlotte Hornets,Phoenix Suns,2015,126,92,1,,,,,,,,,,
2016-03-01,21500892,Miami Heat,Chicago Bulls,2015,129,111,1,,,,,,,,,,
2016-03-01,21500893,New York Knicks,Portland Trail Blazers,2015,85,104,0,,,,,,,,,,
2016-03-01,21500894,Dallas Mavericks,Orlando Magic,2015,121,108,1,,,,,,,,,,
2016-03-01,21500895,Golden State Warriors,Atlanta Hawks,2015,109,105,1,,,,,,,,,,
2016-03-01,21500896,Los Angeles Lakers,Brooklyn Nets,2015,107,101,1,,,,,,,,,,
2016-02-29,21500884,Cleveland Cavaliers,Indiana Pacers,2015,100,96,1,,,,,,,,,,
2016-02-29,21500885,Washington Wizards,Philadelphia 76ers,2015,116,108,1,,,,,,,,,,
2016-02-29,21500886,Boston Celtics,Utah Jazz,2015,100,95,1,,,,,,,,,,
2016-02-29,21500887,Milwaukee Bucks,Houston Rockets,2015,128,121,1,,,,,,,,,,
2016-02-29,21500888,Denver Nuggets,Memphis Grizzlies,2015,96,103,0,,,,,,,,,,
2016-02-29,21500889,Sacramento Kings,Oklahoma City Thunder,2015,116,131,0,,,,,,,,,,
2016-02-29,21500890,Los Angeles Clippers,Brooklyn Nets,2015,105,95,1,,,,,,,,,,
2016-02-28,21500877,Washington Wizards,Cleveland Cavaliers,2015,113,99,1,,,,,,,,,,
2016-02-28,21500878,Atlanta Hawks,Charlotte Hornets,2015,87,76,1,,,,,,,,,,
2016-02-28,21500879,Detroit Pistons,Toronto Raptors,2015,114,101,1,,,,,,,,,,
2016-02-28,21500880,Indiana Pacers,Portland Trail Blazers,2015,102,111,0,,,,,,,,,,
2016-02-28,21500881,Orlando Magic,Philadelphia 76ers,2015,130,116,1,,,,,,,,,,
2016-02-28,21500882,Dallas Mavericks,Minnesota Timberwolves,2015,128,101,1,,,,,,,,,,
2016-02-28,21500883,New York Knicks,Miami Heat,2015,81,98,0,,,,,,,,,,
2016-02-27,21500869,Boston Celtics,Miami Heat,2015,101,89,1,,,,,,,,,,
2016-02-27,21500870,New Orleans Pelicans,Minnesota Timberwolves,2015,110,112,0,,,,,,,,,,
2016-02-27,21500871,Chicago Bulls,Portland Trail Blazers,2015,95,103,0,,,,,,,,,,
2016-02-27,21500872,Houston Rockets,San Antonio Spurs,2015,94,104,0,,,,,,,,,,
2016-02-27,21500873,Milwaukee Bucks,Detroit Pistons,2015,91,102,0,,,,,,,,,,
2016-02-27,21500874,Oklahoma City Thunder,Golden State Warriors,2015,118,121,0,,,,,,,,,,
2016-02-27,21500875,Phoenix Suns,Memphis Grizzlies,2015,111,106,1,,,,,,,,,,
2016-02-27,21500876,Utah Jazz,Brooklyn Nets,2015,96,98,0,,,,,,,,,,
2016-02-26,21500861,Indiana Pacers,Charlotte Hornets,2015,95,96,0,,,,,,,,,,
2016-02-26,21500862,Philadelphia 76ers,Washington Wizards,2015,94,103,0,,,,,,,,,,
2016-02-26,21500863,New York Knicks,Orlando Magic,2015,108,95,1,,,,,,,,,,
2016-02-26,21500864,Toronto Raptors,Cleveland Cavaliers,2015,99,97,1,,,,,,,,,,
2016-02-26,21500865,Atlanta Hawks,Chicago Bulls,2015,103,88,1,,,,,,,,,,
2016-02-26,21500866,Dallas Mavericks,Denver Nuggets,2015,122,116,1,,,,,,,,,,
2016-02-26,21500867,Sacramento Kings,Los Angeles Clippers,2015,107,117,0,,,,,,,,,,
2016-02-26,21500868,Los Angeles Lakers,Memphis Grizzlies,2015,95,112,0,,,,,,,,,,
2016-02-25,21500855,Orlando Magic,Golden State Warriors,2015,114,130,0,,,,,,,,,,
2016-02-25,21500856,Boston Celtics,Milwaukee Bucks,2015,112,107,1,,,,,,,,,,
2016-02-25,21500857,New Orleans Pelicans,Oklahoma City Thunder,2015,123,119,1,,,,,,,,,,
2016-02-25,21500858,Phoenix Suns,Brooklyn Nets,2015,106,116,0,,,,,,,,,,
2016-02-25,21500859,Portland Trail Blazers,Houston Rockets,2015,105,119,0,,,,,,,,,,
2016-02-25,21500860,Utah Jazz,San Antonio Spurs,2015,78,96,0,,,,,,,,,,
2016-02-24,21500845,Cleveland Cavaliers,Charlotte Hornets,2015,114,103,1,,,,,,,,,,
2016-02-24,21500846,Indiana Pacers,New York Knicks,2015,108,105,1,,,,,,,,,,
2016-02-24,21500847,Detroit Pistons,Philadelphia 76ers,2015,111,91,1,,,,,,,,,,
2016-02-24,21500848,Miami Heat,Golden State Warriors,2015,112,118,0,,,,,,,,,,
2016-02-24,21500849,Toronto Raptors,Minnesota Timberwolves,2015,114,105,1,,,,,,,,,,
2016-02-24,21500850,Chicago Bulls,Washington Wizards,2015,109,104,1,,,,,,,,,,
2016-02-24,21500851,Memphis Grizzlies,Los Angeles Lakers,2015,128,119,1,,,,,,,,,,
2016-02-24,21500852,Dallas Mavericks,Oklahoma City Thunder,2015,103,116,0,,,,,,,,,,
2016-02-24,21500853,Los Angeles Clippers,Denver Nuggets,2015,81,87,0,,,,,,,,,,
2016-02-24,21500854,Sacramento Kings,San Antonio Spurs,2015,92,108,0,,,,,,,,,,
2016-02-23,21500840,Philadelphia 76ers,Orlando Magic,2015,115,124,0,,,,,,,,,,
2016-02-23,21500841,Washington Wizards,New Orleans Pelicans,2015,109,89,1,,,,,,,,,,
2016-02-23,21500842,Denver Nuggets,Sacramento Kings,2015,110,114,0,,,,,,,,,,
2016-02-23,21500843,Utah Jazz,Houston Rockets,2015,117,114,1,,,,,,,,,,
2016-02-23,21500844,Portland Trail Blazers,Brooklyn Nets,2015,112,104,1,,,,,,,,,,
2016-02-22,21500833,Cleveland Cavaliers,Detroit Pistons,2015,88,96,0,,,,,,,,,,
2016-02-22,21500834,Miami Heat,Indiana Pacers,2015,101,93,1,,,,,,,,,,
2016-02-22,21500835,New York Knicks,Toronto Raptors,2015,95,122,0,,,,,,,,,,
2016-02-22,21500836,Atlanta Hawks,Golden State Warriors,2015,92,102,0,,,,,,,,,,
2016-02-22,21500837,Milwaukee Bucks,Los Angeles Lakers,2015,108,101,1,,,,,,,,,,
2016-02-22,21500838,Minnesota Timberwolves,Boston Celtics,2015,124,122,1,,,,,,,,,,
2016-02-22,21500839,Los Angeles Clippers,Phoenix Suns,2015,124,84,1,,,,,,,,,,
2016-02-21,21500823,Detroit Pistons,New Orleans Pelicans,2015,106,111,0,,,,,,,,,,
2016-02-21,21500824,Oklahoma City Thunder,Cleveland Cavaliers,2015,92,115,0,,,,,,,,,,
2016-02-21,21500825,Denver Nuggets,Boston Celtics,2015,101,121,0,,,,,,,,,,
2016-02-21,21500826,Phoenix Suns,San Antonio Spurs,2015,111,118,0,,,,,,,,,,
2016-02-21,21500827,Brooklyn Nets,Charlotte Hornets,2015,96,104,0,,,,,,,,,,
2016-02-21,21500828,Orlando Magic,Indiana Pacers,2015,102,105,0,,,,,,,,,,
2016-02-21,21500829,Toronto Raptors,Memphis Grizzlies,2015,98,85,1,,,,,,,,,,
2016-02-21,21500830,Dallas Mavericks,Philadelphia 76ers,2015,129,103,1,,,,,,,,,,
2016-02-21,21500831,Chicago Bulls,Los Angeles Lakers,2015,126,115,1,,,,,,,,,,
2016-02-21,21500832,Portland Trail Blazers,Utah Jazz,2015,115,111,1,,,,,,,,,,
2016-02-20,21500819,Atlanta Hawks,Milwaukee Bucks,2015,109,117,0,,,,,,,,,,
2016-02-20,21500820,Miami Heat,Washington Wizards,2015,114,94,1,,,,,,,,,,
2016-02-20,21500821,Minnesota Timberwolves,New York Knicks,2015,95,103,0,,,,,,,,,,
2016-02-20,21500822,Los Angeles Clippers,Golden State Warriors,2015,112,115,0,,,,,,,,,,
2016-02-19,21500805,Orlando Magic,Dallas Mavericks,2015,110,104,1,,,,,,,,,,
2016-02-19,21500806,Washington Wizards,Detroit Pistons,2015,98,86,1,,,,,,,,,,
2016-02-19,21500807,Brooklyn Nets,New York Knicks,2015,109,98,1,,,,,,,,,,
2016-02-19,21500808,Atlanta Hawks,Miami Heat,2015,111,115,0,,,,,,,,,,
2016-02-19,21500809,Chicago Bulls,Toronto Raptors,2015,116,106,1,,,,,,,,,,
2016-02-19,21500810,Memphis Grizzlies,Minnesota Timberwolves,2015,109,104,1,,,,,,,,,,
2016-02-19,21500811,New Orleans Pelicans,Philadelphia 76ers,2015,121,114,1,,,,,,,,,,
2016-02-19,21500812,Oklahoma City Thunder,Indiana Pacers,2015,98,101,0,,,,,,,,,,
2016-02-19,21500813,Milwaukee Bucks,Charlotte Hornets,2015,95,98,0,,,,,,,,,,
2016-02-19,21500814,Phoenix Suns,Houston Rockets,2015,100,116,0,,,,,,,,,,
2016-02-19,21500815,Portland Trail Blazers,Golden State Warriors,2015,137,105,1,,,,,,,,,,
2016-02-19,21500816,Sacramento Kings,Denver Nuggets,2015,116,110,1,,,,,,,,,,
2016-02-19,21500817,Utah Jazz,Boston Celtics,2015,111,93,1,,,,,,,,,,
2016-02-19,21500818,Los Angeles Lakers,San Antonio Spurs,2015,113,119,0,,,,,,,,,,
2016-02-18,21500654,Washington Wizards,Utah Jazz,2015,103,89,1,,,,,,,,,,
2016-02-18,21500803,Cleveland Cavaliers,Chicago Bulls,2015,106,95,1,,,,,,,,,,
2016-02-18,21500804,Los Angeles Clippers,San Antonio Spurs,2015,105,86,1,,,,,,,,,,
2016-02-11,21500801,Milwaukee Bucks,Washington Wizards,2015,99,92,1,,,,,,,,,,
2016-02-11,21500802,Oklahoma City Thunder,New Orleans Pelicans,2015,121,95,1,,,,,,,,,,
2016-02-10,21500789,Indiana Pacers,Charlotte Hornets,2015,95,117,0,,,,,,,,,,
2016-02-10,21500790,Orlando Magic,San Antonio Spurs,2015,96,98,0,,,,,,,,,,
2016-02-10,21500791,Philadelphia 76ers,Sacramento Kings,2015,110,114,0,,,,,,,,,,
2016-02-10,21500792,Boston Celtics,Los Angeles Clippers,2015,139,134,1,,,,,,,,,,
2016-02-10,21500793,Brooklyn Nets,Memphis Grizzlies,2015,90,109,0,,,,,,,,,,
2016-02-10,21500794,Detroit Pistons,Denver Nuggets,2015,92,103,0,,,,,,,,,,
2016-02-10,21500795,Cleveland Cavaliers,Los Angeles Lakers,2015,120,111,1,,,,,,,,,,
2016-02-10,21500796,Chicago Bulls,Atlanta Hawks,2015,90,113,0,,,,,,,,,,
2016-02-10,21500797,Minnesota Timberwolves,Toronto Raptors,2015,117,112,1,,,,,,,,,,
2016-02-10,21500798,New Orleans Pelicans,Utah Jazz,2015,100,96,1,,,,,,,,,,
2016-02-10,21500799,Phoenix Suns,Golden State Warriors,2015,104,112,0,,,,,,,,,,
2016-02-10,21500800,Portland Trail Blazers,Houston Rockets,2015,116,103,1,,,,,,,,,,
2016-02-09,21500784,Miami Heat,San Antonio Spurs,2015,101,119,0,,,,,,,,,,
2016-02-09,21500785,New York Knicks,Washington Wizards,2015,108,111,0,,,,,,,,,,
2016-02-09,21500786,Milwaukee Bucks,Boston Celtics,2015,112,111,1,,,,,,,,,,
2016-02-09,21500787,Dallas Mavericks,Utah Jazz,2015,119,121,0,,,,,,,,,,
2016-02-09,21500788,Golden State Warriors,Houston Rockets,2015,123,110,1,,,,,,,,,,
2016-02-08,21500774,Charlotte Hornets,Chicago Bulls,2015,108,91,1,,,,,,,,,,
2016-02-08,21500775,Cleveland Cavaliers,Sacramento Kings,2015,120,100,1,,,,,,,,,,
2016-02-08,21500776,Indiana Pacers,Los Angeles Lakers,2015,89,87,1,,,,,,,,,,
2016-02-08,21500777,Philadelphia 76ers,Los Angeles Clippers,2015,92,98,0,,,,,,,,,,
2016-02-08,21500778,Brooklyn Nets,Denver Nuggets,2015,105,104,1,,,,,,,,,,
2016-02-08,21500779,Detroit Pistons,Toronto Raptors,2015,89,103,0,,,,,,,,,,
2016-02-08,21500780,Atlanta Hawks,Orlando Magic,2015,110,117,0,,,,,,,,,,
2016-02-08,21500781,Memphis Grizzlies,Portland Trail Blazers,2015,106,112,0,,,,,,,,,,
2016-02-08,21500782,Minnesota Timberwolves,New Orleans Pelicans,2015,102,116,0,,,,,,,,,,
2016-02-08,21500783,Phoenix Suns,Oklahoma City Thunder,2015,106,122,0,,,,,,,,,,
2016-02-07,21500770,New York Knicks,Denver Nuggets,2015,96,101,0,,,,,,,,,,
2016-02-07,21500771,Orlando Magic,Atlanta Hawks,2015,96,94,1,,,,,,,,,,
2016-02-07,21500773,Boston Celtics,Sacramento Kings,2015,128,119,1,,,,,,,,,,
2016-02-07,21500772,Miami Heat,Los Angeles Clippers,2015,93,100,0,,,,,,,,,,
2016-02-06,21500760,Houston Rockets,Portland Trail Blazers,2015,79,96,0,,,,,,,,,,
2016-02-06,21500761,Charlotte Hornets,Washington Wizards,2015,108,104,1,,,,,,,,,,
2016-02-06,21500762,Indiana Pacers,Detroit Pistons,2015,112,104,1,,,,,,,,,,
2016-02-06,21500763,Cleveland Cavaliers,New Orleans Pelicans,2015,99,84,1,,,,,,,,,,
2016-02-06,21500764,Philadelphia 76ers,Brooklyn Nets,2015,103,98,1,,,,,,,,,,
2016-02-06,21500765,Memphis Grizzlies,Dallas Mavericks,2015,110,114,0,,,,,,,,,,
2016-02-06,21500766,Minnesota Timberwolves,Chicago Bulls,2015,112,105,1,,,,,,,,,,
2016-02-06,21500767,San Antonio Spurs,Los Angeles Lakers,2015,106,102,1,,,,,,,,,,
2016-02-06,21500768,Phoenix Suns,Utah Jazz,2015,89,98,0,,,,,,,,,,
2016-02-06,21500769,Golden State Warriors,Oklahoma City Thunder,2015,116,108,1,,,,,,,,,,
2016-02-05,21500750,Atlanta Hawks,Indiana Pacers,2015,102,96,1,,,,,,,,,,
2016-02-05,21500751,Charlotte Hornets,Miami Heat,2015,95,98,0,,,,,,,,,,
2016-02-05,21500752,Orlando Magic,Los Angeles Clippers,2015,93,107,0,,,,,,,,,,
2016-02-05,21500753,Washington Wizards,Philadelphia 76ers,2015,106,94,1,,,,,,,,,,
2016-02-05,21500754,Brooklyn Nets,Sacramento Kings,2015,128,119,1,,,,,,,,,,
2016-02-05,21500755,Cleveland Cavaliers,Boston Celtics,2015,103,104,0,,,,,,,,,,
2016-02-05,21500756,New York Knicks,Memphis Grizzlies,2015,85,91,0,,,,,,,,,,
2016-02-05,21500757,Denver Nuggets,Chicago Bulls,2015,115,110,1,,,,,,,,,,
2016-02-05,21500758,Utah Jazz,Milwaukee Bucks,2015,84,81,1,,,,,,,,,,
2016-02-05,21500759,Dallas Mavericks,San Antonio Spurs,2015,90,116,0,,,,,,,,,,
2016-02-04,21500746,Detroit Pistons,New York Knicks,2015,111,105,1,,,,,,,,,,
2016-02-04,21500749,Phoenix Suns,Houston Rockets,2015,105,111,0,,,,,,,,,,
2016-02-04,21500747,New Orleans Pelicans,Los Angeles Lakers,2015,96,99,0,,,,,,,,,,
2016-02-04,21500748,Portland Trail Blazers,Toronto Raptors,2015,103,110,0,,,,,,,,,,
2016-02-03,21500735,Charlotte Hornets,Cleveland Cavaliers,2015,106,97,1,,,,,,,,,,
2016-02-03,21500736,Philadelphia 76ers,Atlanta Hawks,2015,86,124,0,,,,,,,,,,
2016-02-03,21500737,Boston Celtics,Detroit Pistons,2015,102,95,1,,,,,,,,,,
2016-02-03,21500738,Brooklyn Nets,Indiana Pacers,2015,100,114,0,,,,,,,,,,
2016-02-03,21500739,Washington Wizards,Golden State Warriors,2015,121,134,0,,,,,,,,,,
2016-02-03,21500740,Oklahoma City Thunder,Orlando Magic,2015,117,114,1,,,,,,,,,,
2016-02-03,21500741,Dallas Mavericks,Miami Heat,2015,90,93,0,,,,,,,,,,
2016-02-03,21500742,San Antonio Spurs,New Orleans Pelicans,2015,110,97,1,,,,,,,,,,
2016-02-03,21500743,Utah Jazz,Denver Nuggets,2015,85,81,1,,,,,,,,,,
2016-02-03,21500744,Sacramento Kings,Chicago Bulls,2015,102,107,0,,,,,,,,,,
2016-02-03,21500745,Los Angeles Clippers,Minnesota Timberwolves,2015,102,108,0,,,,,,,,,,
2016-02-02,21500730,New York Knicks,Boston Celtics,2015,89,97,0,,,,,,,,,,
2016-02-02,21500731,Houston Rockets,Miami Heat,2015,115,102,1,,,,,,,,,,
2016-02-02,21500732,Phoenix Suns,Toronto Raptors,2015,97,104,0,,,,,,,,,,
